Date,Year,Area,Location,Type,Country,Activity,Sex,Age,Injury,Fatal,Species,Hemisphere,Formated Date,Month
28-Mar-92,1992.0,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island",Unprovoked,United States,Surfing,F,36.0,"Foot bitten, crescent of bitemarks in both sides of board",N,Tiger shark,N,1992-03-28 00:00:00.000000,3.0
10-Mar-92,1992.0,Victoria,Point Lonsdale,Unprovoked,Australia,Surfing,M,17.0,"Right thigh, back & hand lacerated",N,"Bronze whaler shark, 3 m",S,1992-03-10 00:00:00.000000,3.0
08-Mar-92,1992.0,Ehime Prefecture,Matsuyama,Unprovoked,Japan,Diving,M,41.0,"FATAL, body not recovered",Y,"5 m [16.5'] white shark, identification by K. Nakaya",N,1992-03-08 00:00:00.000000,3.0
08-Mar-92,1992.0,Ehime Prefecture,"Nagahama-cho, 40 km southwest of Matsuyama ",Boat,Japan,Fishing,,,No injury to boat or occupant,N,Unknown,N,1992-03-08 00:00:00.000000,3.0
08-Mar-92,1992.0,Oregon,"Winchester Bay, Douglas County",Unprovoked,United States,Surfing,M,21.0,"Left shoulder & side bitten, board broken",N,Said to involve a 6 m to 7 m [20' to 23'] white shark,N,1992-03-08 00:00:00.000000,3.0
19-Feb-92,1992.0,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Unprovoked,United States,Other,M,,FATAL Disappeared. His board washed ashore next morning with crescent-shaped piece missing and serrated toothmarks of a shark,Y,Tiger shark?,N,1992-02-19 00:00:00.000000,2.0
14-Feb-92,1992.0,Ehime Prefecture,Matsuyama,Unprovoked,Japan,Diving,M,,"No injury, steel diving helmet bitten 3 times",N,5 m [16.5'] shark,N,1992-02-14 00:00:00.000000,2.0
09-Feb-92,1992.0,Tasmania,"Clifton Beach, southwest of Hobart",Invalid,Australia,Surfing,M,19.0,"No injury, shark allegedly took his surfboard & slashed his wetsuit. Shark involvement questionable",N,Unknown,S,1992-02-09 00:00:00.000000,2.0
29-Jan-92,1992.0,La Saline-les-Bains,Revine-3-Bassins,Unprovoked,Reunion,Fishing,M,,Survived,N,1.8 m grey shark,S,1992-01-29 00:00:00.000000,1.0
29-Jan-92,1992.0,New South Wales,Tweed Heads,Unprovoked,Australia,Other,M,19.0,Right leg lacerated,N,"Bronze whaler shark, 2.3 m [7.5'] ",S,1992-01-29 00:00:00.000000,1.0
23-Jan-92,1992.0,KwaZulu-Natal,Isipingo,Unprovoked,South Africa,Swimming,M,19.0,Right foot lacerated,N,"Zambesi shark, 1.7 m [5.5'] ",S,1992-01-23 00:00:00.000000,1.0
08-Jan-92,1992.0,KwaZulu-Natal,Sheffield Beach,Unprovoked,South Africa,Fishing,M,36.0,Left cheek lacerated,N,Possibly a 1.5 m [5'] blacktip shark,S,1992-01-08 00:00:00.000000,1.0
06-Jan-92,1992.0,,Mahebourg,Unprovoked,Mauritius,Fishing,M,,Survived,N,Grey reef shark,S,1992-01-06 00:00:00.000000,1.0
03-Jan-92,1992.0,Ehime Prefecture,Matsuyama,Unprovoked,Japan,Other,M,,Survived,N,Unknown,N,1992-01-03 00:00:00.000000,1.0
Jan-92,,Sea of Japan,Kanazawa?,Invalid,Japan,Other,,,Survived. questionable incident,N,Unknown,N,,
1992,,Tavenui,,Unprovoked,Fiji,Other,M,33.0,FATAL,Y,Unknown,S,,
04-Dec-91,1991.0,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Unprovoked,United States,Diving,M,25.0,"No injury, shark became tangled in hose & towed him 100'",N,6 m [20'] white shark,N,1991-12-04 00:00:00.000000,12.0
26-Nov-91,1991.0,Hawaii,"Olowalu, Maui",Unprovoked,United States,Other,F,41.0,"FATAL, right leg at hip, left leg and right forearm severed  ",Y,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",N,1991-11-26 00:00:00.000000,11.0
26-Nov-91,1991.0,Hawaii,"Olowalu, Maui",Unprovoked,United States,Other,F,,Right calf abraded,N,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",N,1991-11-26 00:00:00.000000,11.0
19-Nov-91,1991.0,Hawaii,"Maliko Point, Maui",Unprovoked,United States,Fishing,M,,"Body not recovered, shorts found indicating shark bite on left side",Y,"Tiger shark, 3.7 m [12'] ",N,1991-11-19 00:00:00.000000,11.0
14-Nov-91,1991.0,Florida,Near Port Canaveral Coast Guard Base,Provoked,United States,Fishing,M,,Hand bitten as he was cleaning hooked shark PROVOKED INCIDENT,N,2.4 m [8'] shark,N,1991-11-14 00:00:00.000000,11.0
Nov-91,,Western Australia,"Backbeach, Halls Head",Unprovoked,Australia,Other,M,14.0,Calf scratched & chunk bitten from board,N,"""small shark""",S,,
12-Oct-91,1991.0,Florida,"Melbourne Beach, Brevard County",Unprovoked,United States,Surfing,M,21.0,Right foot & ankle lacerated,N,1.8 m [6'] shark,N,1991-10-12 00:00:00.000000,10.0
05-Oct-91,1991.0,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Unprovoked,United States,Surfing,M,32.0,"Arm, shoulder & back bitten",N,5 m to 6 m [16.5' to 20'] white shark,N,1991-10-05 00:00:00.000000,10.0
19-Sep-91,1991.0,,Bimini,Invalid,Bahamas,Fishing,M,32.0,"Initally reported as a shark attack, forensic examination concluded cause of death was drowning",Y,Tiger shark,N,1991-09-19 00:00:00.000000,9.0
08-Sep-91,1991.0,South Australia,"Snapper Point, Aldinga Beach, Adelaide",Unprovoked,Australia,Diving,M,19.0,FATAL,Y,4 m [13'] white shark,S,1991-09-08 00:00:00.000000,9.0
30-Aug-91,1991.0,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Provoked,Australia,Other,M,36.0,"Shark bit his arm, nearly severing it PROVOKED INCIDENT",N,"3 m [10'], 270- kg [595-lb] shark",S,1991-08-30 00:00:00.000000,8.0
26-Aug-91,1991.0,South Carolina,"Myrtle Beach, Horry County",Unprovoked,United States,Swimming,M,23.0,Deep cuts on lower leg,N,sand shark,N,1991-08-26 00:00:00.000000,8.0
12-Aug-91,1991.0,Florida,"Vero Beach, Indian River County",Unprovoked,United States,Wading,F,10.0,Bite to left thigh & calf,N,3' shark,N,1991-08-12 00:00:00.000000,8.0
09-Aug-91,1991.0,Florida,Florida Bay,Provoked,United States,Fishing,M,,Laceration to right forearm PROVOKED INCIDENT,N,"Lemon shark, 30-lb ",N,1991-08-09 00:00:00.000000,8.0
30-Jul-91,1991.0,Ligurian Sea,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",Boat,Italy,Other,F,40.0,No Injury to occupant; canoe bitten,N,4 m [13'] white shark,N,1991-07-30 00:00:00.000000,7.0
27-Jul-91,1991.0,Florida,"John Pennekamp Marine Park, Monroe County",Unprovoked,United States,Other,M,39.0,Arm bitten,N,"2.1 m [7'], 140-lb reef shark",N,1991-07-27 00:00:00.000000,7.0
18-Jul-91,1991.0,Florida,150 miles from Crystal River,Unprovoked,United States,Swimming,M,42.0,Punctures in lower abdomen & groin ,N,1.8 m [6'] blacktip shark,N,1991-07-18 00:00:00.000000,7.0
07-Jul-91,1991.0,Florida,"South Miami Beach, Dade County",Unprovoked,United States,Swimming,M,22.0,Arm bitten,N,Unknown,N,1991-07-07 00:00:00.000000,7.0
01-Jul-91,1991.0,L'Etang-Salé,"Ravine des Sables, Saint Leu",Unprovoked,Reunion,Surfing,M,30.0,Left arm severed,N,"Tiger shark, 3 to 4 m [10' to 13'] ",S,1991-07-01 00:00:00.000000,7.0
01-Jul-91,1991.0,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Unprovoked,United States,Surfing,M,32.0,"Forearm, upper thigh, knee & ankle lacerated",N,5 m [16.5'] white shark,N,1991-07-01 00:00:00.000000,7.0
Jul-91,,Virginia,"Croatan Beach, Virginia Beach, ",Unprovoked,United States,Other,M,13.0,Severe laceration to foot,N,Shark involvement not confirmed,N,,
29-Jun-91,1991.0,,"Basalt Island, 9km from Silverstrand",Unprovoked,Hong Kong,Other,M,22.0,FATAL,Y,Unknown,N,1991-06-29 00:00:00.000000,6.0
28-Jun-91,1991.0,Kowloon Peninsula,Sai Kung,Unprovoked,Hong Kong,Fishing,M,,"FATAL, right arm severed  ",Y,Unknown,N,1991-06-28 00:00:00.000000,6.0
26-Jun-91,1991.0,Florida,"Jacksonville Beach, Duval County",Unprovoked,United States,Surfing,M,18.0,Hand bitten,N,Unknown,N,1991-06-26 00:00:00.000000,6.0
07-Jun-91,1991.0,Florida,"Tampa Bay, Hillsborough County",Unprovoked,United States,Swimming,M,31.0,"Left ankle, calf, thigh and abdomen bitten",N,2.7 m [9'] bull or lemon shark,N,1991-06-07 00:00:00.000000,6.0
07-Jun-91,1991.0,Port Shelter,"Silverstrand Beach, near Hung Hau ",Unprovoked,Hong Kong,Swimming,F,65.0,Abdomen bitten & leg severed  FATAL,Y,"Tiger shark, >3 m [10']",N,1991-06-07 00:00:00.000000,6.0
26-May-91,1991.0,Hawaii,"Ma'ili Beach, O'ahu",Unprovoked,United States,Other,M,23.0,Right calf bitten,N,2.4 m [8'] shark,N,1991-05-26 00:00:00.000000,5.0
19-May-91,1991.0,Western Cape Province,Gordons Bay,Unprovoked,South Africa,Diving,M,,"No injury, tank scratched by shark",N,"3.5 m [11.5'] female white shark named ""Notchfin""",S,1991-05-19 00:00:00.000000,5.0
24-Apr-91,1991.0,Pernambuco,"Praia de Pau Amarelo, Recife",Provoked,Brazil,Fishing,,,2 fingers severed by netted shark PROVOKED INCIDENT,N,"170-kg, 2.8 m shark",S,1991-04-24 00:00:00.000000,4.0
16-Apr-91,1991.0,Maryland,Baltimore Aquarium,Provoked,United States,Diving,,,Minor injury by captive shark PROVOKED INCIDENT,N,7' female shark,N,1991-04-16 00:00:00.000000,4.0
16-Apr-91,1991.0,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Unprovoked,United States,Surfing,M,22.0,Right thigh,N,1.2 m to 1.5 m [4' to 5'] shark,N,1991-04-16 00:00:00.000000,4.0
03-Apr-91,1991.0,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",Unprovoked,United States,Other,M,,Deep lacerations to calf & ankle,N,"""Shark had a very large girth""",N,1991-04-03 00:00:00.000000,4.0
03-Mar-91,1991.0,New South Wales,Bass Point,Unprovoked,Australia,Diving,M,18.0,Lacerations to arm & leg,N,"Grey nurse shark, 2 m",S,1991-03-03 00:00:00.000000,3.0
24-Feb-91,1991.0,Oregon,"Neskowin, Tillamook County",Unprovoked,United States,Surfing,M,38.0,Calf lacerated & board bitten,N,5.5 m [18'] white shark,N,1991-02-24 00:00:00.000000,2.0
12-Feb-91,1991.0,Western Cape Province,Millers Point,Unprovoked,South Africa,Fishing,M,20.0,Foot & swim fin bitten,N,5.5 m [18'] white shark,S,1991-02-12 00:00:00.000000,2.0
19-Jan-91,1991.0,Queensland,Mermaid Waters,Unprovoked,Australia,Swimming,M,35.0,"Hands, legs & buttocks lacerated",N,Unknown,S,1991-01-19 00:00:00.000000,1.0
09-Jan-91,1991.0,Western Australia,Scarborough,Unprovoked,Australia,Other,M,,"No injury, shark brushed ski",N,4 m shark,S,1991-01-09 00:00:00.000000,1.0
Jan-91,,Queensland,Pelican Banks near Gladstone,Unprovoked,Australia,Surfing,M,22.0,Survived,N,2 m shark,S,,
26-Dec-90,1990.0,Eastern Cape Province,Port Elizabeth,Invalid,South Africa,Other,M,,Survived,N,Unknown,S,1990-12-26 00:00:00.000000,12.0
28-Nov-90,1990.0,Queensland,Nerang River,Unprovoked,Australia,Swimming,M,26.0,"Abdomen, hip, leg & arm bitten",N,1.5 m shark,S,1990-11-28 00:00:00.000000,11.0
03-Nov-90,1990.0,California,"Monastery Beach, Carmel Bay, Monterey County",Unprovoked,United States,Diving,F,,Leg bitten,N,4 m to 5 m [13' to 16.5'] white shark,N,1990-11-03 00:00:00.000000,11.0
01-Nov-90,1990.0,Florida,"Spanish River Park Beach, Palm Beach County",Unprovoked,United States,Surfing,M,24.0,"Ear, shoulder, arm, wrist & ear injured",N,5' shark,N,1990-11-01 00:00:00.000000,11.0
30-Oct-90,1990.0,Florida,"Melbourne Beach, Brevard County",Unprovoked,United States,Surfing,M,50.0,"Hand & wrist bitten, tooth fragments in wound",N,1.8 m [6'] shark ,N,1990-10-30 00:00:00.000000,10.0
30-Oct-90,1990.0,Florida,"Indialantic, Brevard County",Unprovoked,United States,Surfing,M,18.0,Cuts on left foot ,N,Unknown,N,1990-10-30 00:00:00.000000,10.0
27-Oct-90,1990.0,Queensland,Mermaid Waters,Unprovoked,Australia,Swimming,M,26.0,Buttocks & hip bitten,N,Unknown,S,1990-10-27 00:00:00.000000,10.0
25-Oct-90,1990.0,South Australia,Goolwa Beach,Unprovoked,Australia,Surfing,M,,Lacerations to foot,N,Unknown,S,1990-10-25 00:00:00.000000,10.0
20-Oct-90,1990.0,Florida,"North end of County Beach, Palm Beach County",Unprovoked,United States,Surfing,M,25.0,Wrist bitten,N,4' spinner shark,N,1990-10-20 00:00:00.000000,10.0
15-Oct-90,1990.0,Hawaii,"Hanalei Point, Kaua'i",Unprovoked,United States,Surfing,M,43.0,"No Injury, board bitten",N,"Tiger shark, 3.7 m [12'] ",N,1990-10-15 00:00:00.000000,10.0
12-Oct-90,1990.0,Florida,"Stuart Beach, Martin County",Unprovoked,United States,Surfing,M,19.0,Superficial injuries to left foot & ankle,N,1.8 m to 2.4 m [6' to 8'] shark,N,1990-10-12 00:00:00.000000,10.0
15-Sep-90,1990.0,Western Cape Province,Oudekraal,Unprovoked,South Africa,Fishing,M,26.0,Right hand lacerated,N,5 m  [16.5'] white shark,S,1990-09-15 00:00:00.000000,9.0
08-Sep-90,1990.0,California,"Russian Gulch, Jenner, Sonoma County",Unprovoked,United States,Fishing,M,49.0,"Shark rammed & overturned paddleboard, knocking him into water & bit his head, lacerating his face & neck",N,White shark,N,1990-09-08 00:00:00.000000,9.0
05-Sep-90,1990.0,California,"Trinidad State Beach, Humboldt County",Boat,United States,Other,M,44.0,"No injury, kayak capsized",N,2.5 m to 3 m [8.25' to 10']  white shark,N,1990-09-05 00:00:00.000000,9.0
30-Aug-90,1990.0,Florida,"Juno Beach / North Palm Beach, Palm Beach County",Invalid,United States,Diving,M,30.0,"Disappeared, body recovered with large bite on thigh",Y,Shark involvement prior to death could not be determined,N,1990-08-30 00:00:00.000000,8.0
28-Aug-90,1990.0,California,"Trinidad Head, Humboldt County",Unprovoked,United States,Surfing,M,22.0,4 punctures on leg & board bitten,N,5 m to 6 m [16.5' to 20'] white shark,N,1990-08-28 00:00:00.000000,8.0
19-Aug-90,1990.0,Texas,"Mustang Island, Nueces County",Unprovoked,United States,Surfing,M,,Minor cuts to foot,N,Unknown,N,1990-08-19 00:00:00.000000,8.0
19-Aug-90,1990.0,Texas,"Near Port Aransas, Nueces County",Unprovoked,United States,Fishing,M,18.0,Minor injury,N,Unknown,N,1990-08-19 00:00:00.000000,8.0
22-Jul-90,1990.0,Texas,"Mustang Island State Park, Nueces County",Unprovoked,United States,Wading,F,53.0,10-inch laceration to right foot,N,Unknown,N,1990-07-22 00:00:00.000000,7.0
08-Jul-90,1990.0,Florida,"Perdido Key near the Florida Panhandle, Escambia County",Unprovoked,United States,Surfing,M,17.0,Minor injury to left ankle & foot,N,Unknown,N,1990-07-08 00:00:00.000000,7.0
24-Jun-90,1990.0,Western Cape Province,Mossel Bay,Unprovoked,South Africa,Diving,F,21.0,"FATAL, thigh bitten  ",Y,"4.5 m [14'9""] white shark",S,1990-06-24 00:00:00.000000,6.0
23-Jun-90,1990.0,,Bimini,Unprovoked,Bahamas,Fishing,M,38.0,Left forearm bitten,N,1.2 m to 1.5 m [4' to 5'] shark,N,1990-06-23 00:00:00.000000,6.0
13-May-90,1990.0,KwaZulu-Natal,Protea Reef,Provoked,South Africa,Fishing,,,"No injury to occupants, hooked shark freed itself, then rammed stern of boat PROVOKED INCIDENT",N,"6 m, 600-kg shark",S,1990-05-13 00:00:00.000000,5.0
10-May-90,1990.0,Queensland,Outer Barrier Reef near Port Douglas,Unprovoked,Australia,Other,F,35.0,Lacerations,N,2 m hammerhead,S,1990-05-10 00:00:00.000000,5.0
10-May-90,1990.0,Queensland,Outer Barrier Reef near Port Douglas,Unprovoked,Australia,Other,M,35.0,Lacerations,N,2 m hammerhead,S,1990-05-10 00:00:00.000000,5.0
06-May-90,1990.0,Eastern Cape Province,Cintsa East,Unprovoked,South Africa,Other,M,22.0,Thigh severely lacerated,N,"5.5 m [18'] white shark, identified by witnesses & tooth marks",S,1990-05-06 00:00:00.000000,5.0
14-Apr-90,1990.0,Eastern Cape Province,Cape Recife,Unprovoked,South Africa,Other,M,23.0,Leg bitten,N,"2.3 m [7.5'] white shark, identified by M. Smale",S,1990-04-14 00:00:00.000000,4.0
09-Apr-90,1990.0,Queensland,Greenmount Beach,Unprovoked,Australia,Surfing,M,31.0,"Lacerations & abrasions, board bitten in half",N,"Tiger shark, 3 m ",S,1990-04-09 00:00:00.000000,4.0
08-Apr-90,1990.0,Queensland,"Dingo Reef, 80 nm off Townsville",Unprovoked,Australia,Diving,M,37.0,Presumed FATAL,Y,Unknown,S,1990-04-08 00:00:00.000000,4.0
07-Apr-90,1990.0,Queensland,Fingal Beach,Unprovoked,Australia,Surfing,M,,"No injury, board broken in two",N,3 m shark,S,1990-04-07 00:00:00.000000,4.0
06-Apr-90,1990.0,Queensland,Fingal Beach,Unprovoked,Australia,Surfing,M,29.0,"No injury, board bitten",N,3 m shark,S,1990-04-06 00:00:00.000000,4.0
01-Apr-90,1990.0,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu",Unprovoked,United States,Other,M,,"Ankle lacerated, lower left leg severely abraded ",N,Unknown,N,1990-04-01 00:00:00.000000,4.0
  24-Mar-1990,1990.0,Laucala Island,,Unprovoked,Fiji,Swimming,M,30.0,Lacerations to right leg,N,Unknown,S,1990-03-24 00:00:00.000000,3.0
05-Mar-90,1990.0,Sainte-Marie,Baie de la Mare,Unprovoked,Reunion,Surfing,M,,Survived,N,3 m [10'] bull shark,S,1990-03-05 00:00:00.000000,3.0
17-Feb-90,1990.0,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Unprovoked,United States,Fishing,M,,Right arm severed  FATAL,Y,Two sharks seen in vicinity: 2.4 m & 4.25 m  [8' & 14'] TL,N,1990-02-17 00:00:00.000000,2.0
05-Feb-90,1990.0,Florida,"Monster Hole, Sebastian Inlet, Indian River County",Unprovoked,United States,Other,M,33.0,Foot bitten,N,Unknown,N,1990-02-05 00:00:00.000000,2.0
12-Jan-90,1990.0,California,"Montera Beach, San Mateo County",Unprovoked,United States,Surfing,M,,"No injury, board bitten",N,3 m to 4 m [10' to 13'] white shark,N,1990-01-12 00:00:00.000000,1.0
1990,,Florida,"Pensacola, Escambia County",Unprovoked,United States,Surfing,M,17.0,,UNKNOWN,Unknown,N,,
19-Dec-89,1989.0,Hawaii,"90 miles east of Hilo, Hawai'i",Provoked,United States,Fishing,M,,Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT,N,Unknown,N,1989-12-19 00:00:00.000000,12.0
03-Dec-89,1989.0,Northern Territory,Gove Peninsula near Darwin,Unprovoked,Australia,Other,M,17.0,"No details, ""recovering in Darwin Hospital""",UNKNOWN,"Tiger shark, 2m ",S,1989-12-03 00:00:00.000000,12.0
02-Dec-89,1989.0,Queensland,Fraser Island,Invalid,Australia,Swimming,M,27.0,"Swept out to sea, feared taken by shark",Y,Unknown,S,1989-12-02 00:00:00.000000,12.0
22-Nov-89,1989.0,Victoria,Kilcunda,Unprovoked,Australia,Surfing,M,32.0,Thigh bitten,N,White shark,S,1989-11-22 00:00:00.000000,11.0
18-Nov-89,1989.0,Western Cape Province,Melkbosstrand,Unprovoked,South Africa,Fishing,M,29.0,FATAL,Y,White shark,S,1989-11-18 00:00:00.000000,11.0
12-Nov-89,1989.0,Hawaii,"Ehukai Beach Park, Sunset Beach, O'ahu",Invalid,United States,Wading,M,,Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989 ,Y,Unknown,N,1989-11-12 00:00:00.000000,11.0
02-Nov-89,1989.0,Queensland,Mermaid Waters,Unprovoked,Australia,Swimming,M,10.0,Left ankle broken & lacerated,N,"2 m shark, possibly a bronze whaler",S,1989-11-02 00:00:00.000000,11.0
Reported 29-Oct-1989,1989.0,Northern Territory,Edith Falls,Unprovoked,Australia,Swimming,F,31.0,Puncture marks to right calf,N,Unknown,S,1989-10-29 00:00:00.000000,10.0
22-Oct-89,1989.0,Tasmania,Shelly Point ,Unprovoked,Australia,Surfing,M,17.0,"No injury, board bitten",N,2.7 m [9'] white shark,S,1989-10-22 00:00:00.000000,10.0
14-Oct-89,1989.0,Hawaii,"Kahe Point, O'ahu",Invalid,United States,Diving,M,,"Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then shark appeared and consumed most of remains",Y,Large tiger shark,N,1989-10-14 00:00:00.000000,10.0
11-Oct-89,1989.0,Texas,Surfside Beach,Unprovoked,United States,Surfing,M,12.0,Foot & leg bitten,N,4' shark,N,1989-10-11 00:00:00.000000,10.0
08-Oct-89,1989.0,North Carolina,"Between Wrightsville Beach & Carolina Beach, New Hanover County",Invalid,United States,Diving,M,49.0,FATAL,Y,Tiger shark,N,1989-10-08 00:00:00.000000,10.0
01-Oct-89,1989.0,Victoria,"Surfers Point, Phillip Island",Unprovoked,Australia,Surfing,M,,No details,UNKNOWN,White shark,S,1989-10-01 00:00:00.000000,10.0
17-Sep-89,1989.0,Western Cape Province,"Smitswinkel, False Bay",Unprovoked,South Africa,Diving,M,29.0,Chest lacerated,N,"White shark, identified by tooth pattern",S,1989-09-17 00:00:00.000000,9.0
13-Sep-89,1989.0,Florida,"Gulf of Mexico, 22 miles from Pensacola",Provoked,United States,Fishing,M,51.0,Bitten by hooked shark PROVOKED INCIDENT,N,150-lb shark,N,1989-09-13 00:00:00.000000,9.0
10-Sep-89,1989.0,California,"Off Palos Verdes Estates, Los Angeles",Boat,United States,Other,,,No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass,N,4 to 5 m white shark,N,1989-09-10 00:00:00.000000,9.0
09-Sep-89,1989.0,California,"Southeast Farallon Island, Farallon Islands",Unprovoked,United States,Diving,M,38.0,Leg bitten,N,4 m to 5 m [13' to 16.5']  white shark,N,1989-09-09 00:00:00.000000,9.0
09-Sep-89,1989.0,North Carolina,"Salvo, Dare County",Unprovoked,United States,Surfing,M,31.0,Non-fatal,N,Sandbar shark,N,1989-09-09 00:00:00.000000,9.0
03-Sep-89,1989.0,California,24 km off Santa Catalina Island in the Channel Islands,Provoked,United States,Other,M,46.0,Hand  & both arms bitten   PROVOKED INCIDENT,N,Blue Shark ,N,1989-09-03 00:00:00.000000,9.0
29-Aug-89,1989.0,Queensland,SeaWorld Theme Park,Provoked,Australia,Other,M,30.0,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,Grey nurse shark,S,1989-08-29 00:00:00.000000,8.0
22-Aug-89,1989.0,Florida,"St Augustine, St Johns County",Unprovoked,United States,Swimming,M,21.0,3 wounds on left hand,N,1.2 m [4'] shark,N,1989-08-22 00:00:00.000000,8.0
22-Aug-89,1989.0,Western Cape Province,Mossel Bay,Unprovoked,South Africa,Surfing,M,21.0,Multiple Injuries,N,>3.4 m [11'] white shark,S,1989-08-22 00:00:00.000000,8.0
13-Aug-89,1989.0,New South Wales,Lennox Head,Unprovoked,Australia,Surfing,M,17.0,"No injury, shark took chunk out of surfboard",N,"Bronze whaler shark, 3 m [10'] ",S,1989-08-13 00:00:00.000000,8.0
09-Aug-89,1989.0,Great Exuma Island,Highborn Cay,Unprovoked,Bahamas,Fishing,F,31.0,Severe hand and arm injuries; right hand surgically amputated,N,Unknown,N,1989-08-09 00:00:00.000000,8.0
